Vernr;Bokföringsdatum;Registreringsdatum;Konto;Benämning;Ks;Projnr;Verifikationstext;Transaktionsinfo;Debet;Kredit
A137;2023-02-03;2023-02-08;1942;Bank café;;;SC1310405471;;;3124
A137;2023-02-03;2023-02-08;4321;Inköp varor;CAF1;;SC1310405471;;3124;
A138;2023-02-06;2023-02-09;1942;Bank café;;;SC1310405697;;;11347
A138;2023-02-06;2023-02-09;5460;Förbrukningsmaterial;CAF1;;SC1310405697;Salladsskål + lock;590,08;
A138;2023-02-06;2023-02-09;4314;Inköp kaffe;CAF1;;SC1310405697;Kaffe för 907,68kr + 12% moms;1016,6;
A138;2023-02-06;2023-02-09;4321;Inköp varor;CAF1;;SC1310405697;;9740,32;
A139;2023-02-08;2023-02-08;1941;Bank F;;;EHusetTryckeri;;;2537
A139;2023-02-08;2023-02-08;6150;Tryckkostnader;SAN1;;EHusetTryckeri;;2537;
A140;2023-02-09;2023-02-08;1942;Bank café;;;77830;;;3196
A140;2023-02-09;2023-02-08;4313;Inköp bröd;CAF1;;77830;;3196;
A141;2023-02-01;2023-02-08;3800;Internt (biljetter och försäljning);CAF1;;Studierådet kaffe;;;70
A141;2023-02-01;2023-02-08;4210;Arrangemangskostnad;STU1;;Studierådet kaffe;;70;
A142;2023-01-31;2023-04-29;1942;Bank café;;;Zettle Café Lv2 Lp3;;30259;
A142;2023-01-31;2023-04-29;3010;Försäljning;CAF1;;Zettle Café Lv2 Lp3;;;30259
A143;2023-02-07;2023-02-08;1942;Bank café;;;Zettle Café Lv3 Lp3;;23713;
A143;2023-02-07;2023-02-08;3010;Försäljning;CAF1;;Zettle Café Lv3 Lp3;;;23713
A144;2023-01-31;2023-09-25;1942;Bank café;;;Zettle Pryl Lv2 Lp3;;3870;
A144;2023-01-31;2023-09-25;3413;Uthyrning;PRY1;;Zettle Pryl Lv2 Lp3;;;3870
A145;2023-02-08;2023-02-08;1941;Bank F;;;AllaHjärtansDag;;;454,6
A145;2023-02-08;2023-02-08;4210;Arrangemangskostnad;KUL1;;AllaHjärtansDag;;454,6;
A146;2023-02-08;2023-02-08;1941;Bank F;;;Internöverföring;;;5000
A146;2023-02-08;2023-02-08;1944;Bank projekt;;;Internöverföring;;5000;
A147;2023-02-08;2023-02-08;1941;Bank F;;;AllaHjärtansDag;;;100
A147;2023-02-08;2023-02-08;4210;Arrangemangskostnad;KUL1;;AllaHjärtansDag;;100;
A148;2023-02-08;2023-02-08;1941;Bank F;;;AllaHjärtansDag;;;195,5
A148;2023-02-08;2023-02-08;4210;Arrangemangskostnad;KUL1;;AllaHjärtansDag;;195,5;
A149;2023-02-08;2023-02-08;1941;Bank F;;;AllaHjärtansDag;;;60
A149;2023-02-08;2023-02-08;4210;Arrangemangskostnad;KUL1;;AllaHjärtansDag;;60;
A150;2023-01-23;2023-02-11;1941;Bank F;;;Internöverföring;;;800
A150;2023-01-23;2023-02-11;1943;Bank sexmästeriet;;;Internöverföring;;800;
A151;2023-02-02;2023-02-11;1941;Bank F;;;8,31397E+13;;;14000
A151;2023-02-02;2023-02-11;1943;Bank sexmästeriet;;;8,31397E+13;;14000;
A152;2023-01-23;2023-02-11;1943;Bank sexmästeriet;;;(FETSM) Klarna*matsmart.se K9173;;;690
A152;2023-01-23;2023-02-11;4311;Inköp mat;SEX1;;(FETSM) Klarna*matsmart.se K9173;;690;
A153;2023-02-01;2023-03-20;1943;Bank sexmästeriet;;;Tillstånd Skifte;;;1400
A153;2023-02-01;2023-03-20;7693;Skifteskostnad;SEX1;;Tillstånd Skifte;;1400;
A154;2023-01-27;2023-02-11;1941;Bank F;;;8,31397E+13;;;1500
A154;2023-01-27;2023-02-11;1943;Bank sexmästeriet;;;8,31397E+13;;1500;
A155;2023-01-27;2023-02-11;1941;Bank F;;;8,31397E+13;;;7000
A155;2023-01-27;2023-02-11;1943;Bank sexmästeriet;;;8,31397E+13;;7000;
A156;2023-01-30;2023-02-11;1941;Bank F;;;8,31397E+13;;;1000
A156;2023-01-30;2023-02-11;1943;Bank sexmästeriet;;;8,31397E+13;;1000;
A157;2023-01-31;2023-02-11;1943;Bank sexmästeriet;;;(FETSM) Klarna*partykungen.se K6612;;;635
A157;2023-01-31;2023-02-11;4321;Inköp varor;SEX1;;(FETSM) Klarna*partykungen.se K6612;;635;
A158;2023-02-01;2023-02-11;1941;Bank F;;;8,31397E+13;;;700
A158;2023-02-01;2023-02-11;1943;Bank sexmästeriet;;;8,31397E+13;;700;
A159;2023-02-01;2023-02-11;1943;Bank sexmästeriet;;;(FETSM) temashop.se K6612;;;186
A159;2023-02-01;2023-02-11;4321;Inköp varor;SEX1;;(FETSM) temashop.se K6612;;186;
A160;2023-02-01;2023-02-11;1943;Bank sexmästeriet;;;(FETSM) BILTEMA.COM K6612;;;209,5
A160;2023-02-01;2023-02-11;4321;Inköp varor;SEX1;;(FETSM) BILTEMA.COM K6612;;209,5;
A161;2023-02-13;2023-03-29;1943;Bank sexmästeriet;;;Utlägg Biltema f;;;49,5
A161;2023-02-13;2023-03-29;4321;Inköp varor;SEX1;;Utlägg Biltema f;;49,5;
A162;2023-02-03;2023-02-11;1943;Bank sexmästeriet;;;(FETSM) Systembolaget K6612;;;10481,4
A162;2023-02-03;2023-02-11;4412;Inköp pubdryck;SEX1;;(FETSM) Systembolaget K6612;;10481,4;
A163;2023-02-13;2023-02-13;1941;Bank F;;;Internöverföring;;;20000
A163;2023-02-13;2023-02-13;1942;Bank café;;;Internöverföring;;20000;
A164;2023-02-13;2023-02-13;1941;Bank F;;;Släpp Lophtet;;;2400
A164;2023-02-13;2023-02-13;2900;Förutbetalda intäkter / Upplupna kostnader;;;Släpp Lophtet;Se A1886 2022;2400;
A165;2023-02-13;2023-02-13;1941;Bank F;;;+1 sittning Lophtet;;;2575
A165;2023-02-13;2023-02-13;2900;Förutbetalda intäkter / Upplupna kostnader;;;+1 sittning Lophtet;Se A1887 2022;2575;
A166;2023-02-13;2023-02-13;1941;Bank F;;;Tacksittning;;;10880
A166;2023-02-13;2023-02-13;2900;Förutbetalda intäkter / Upplupna kostnader;;;Tacksittning;Se A1888 2022;10880;
A167;2023-02-13;2023-02-13;1941;Bank F;;;Kundbet Jane Street Europe Limited (1822);;;4000
A167;2023-02-13;2023-02-13;1610;Fordringar;;;Kundbet Jane Street Europe Limited (1822);;4000;
A168;2023-02-13;2023-02-13;1941;Bank F;;;Kundbet Jane Street Europe Limited (1805);;4000;
A168;2023-02-13;2023-02-13;1610;Fordringar;;;Kundbet Jane Street Europe Limited (1805);;;4000
A169;2023-02-13;2023-02-13;1941;Bank F;;;Tillbehör Symaskin;;;599
A169;2023-02-13;2023-02-13;2900;Förutbetalda intäkter / Upplupna kostnader;;;Tillbehör Symaskin;Se A1889 2022;599;
A170;2023-02-13;2023-02-13;1941;Bank F;;;Symaskiner;;;5580
A170;2023-02-13;2023-02-13;2900;Förutbetalda intäkter / Upplupna kostnader;;;Symaskiner;Se A1890 2022;5580;
A171;2023-02-13;2023-02-13;1945;Bank projekt 2;;;Internöverföring;;;20000
A171;2023-02-13;2023-02-13;1941;Bank F;;;Internöverföring;;20000;
A172;2023-02-13;2023-02-13;1941;Bank F;;;Bussar FlyING ;;;11560
A172;2023-02-13;2023-02-13;2900;Förutbetalda intäkter / Upplupna kostnader;;;Bussar FlyING ;Se A1891 2023;11560;
A173;2023-02-13;2023-02-13;1941;Bank F;;;Tryckeri;;;1832
A173;2023-02-13;2023-02-13;2900;Förutbetalda intäkter / Upplupna kostnader;;;Tryckeri;Se A1892 2022;1832;
A174;2023-02-13;2023-02-13;1941;Bank F;;;Alkohol tacksittning;;;3140,4
A174;2023-02-13;2023-02-13;2900;Förutbetalda intäkter / Upplupna kostnader;;;Alkohol tacksittning;Se A1893 2022;3140,4;
A175;2023-02-13;2023-02-13;1941;Bank F;;;Diverse Tacksittning;;;188,15
A175;2023-02-13;2023-02-13;2900;Förutbetalda intäkter / Upplupna kostnader;;;Diverse Tacksittning;Se A1894 2022;188,15;
A176;2023-02-14;2023-02-14;1941;Bank F;;;KakorHTF;;;46,5
A176;2023-02-14;2023-02-14;4210;Arrangemangskostnad;STU1;;KakorHTF;;46,5;
A177;2023-02-14;2023-02-14;1941;Bank F;;;Farad;;;1938,69
A177;2023-02-14;2023-02-14;4210;Arrangemangskostnad;FNU2;;Farad;;1938,69;
A178;2023-02-14;2023-02-14;1941;Bank F;;;Farad;;;42,9
A178;2023-02-14;2023-02-14;4210;Arrangemangskostnad;FNU2;;Farad;;42,9;
A179;2023-02-14;2023-02-14;1941;Bank F;;;Farad;;;286,42
A179;2023-02-14;2023-02-14;4210;Arrangemangskostnad;FNU2;;Farad;;286,42;
A180;2023-02-14;2023-02-14;1941;Bank F;;;Farad;;;17,9
A180;2023-02-14;2023-02-14;4210;Arrangemangskostnad;FNU2;;Farad;;17,9;
A181;2023-02-14;2023-02-14;1941;Bank F;;;Farad;;;565
A181;2023-02-14;2023-02-14;4210;Arrangemangskostnad;FNU2;;Farad;;565;
A182;2023-02-14;2023-02-14;1941;Bank F;;;LedningsskifteMat;;;251,2
A182;2023-02-14;2023-02-14;7693;Skifteskostnad;ADM2;;LedningsskifteMat;;251,2;
A183;2023-02-14;2023-02-14;1941;Bank F;;;LedningsskifteMat;;;396
A183;2023-02-14;2023-02-14;7693;Skifteskostnad;ADM2;;LedningsskifteMat;;396;
A184;2023-02-14;2023-02-14;1941;Bank F;;;Ceq Tävlingspriser;;;1200
A184;2023-02-14;2023-02-14;4321;Inköp varor;STU1;;Ceq Tävlingspriser;;1200;
A185;2023-02-14;2023-02-14;1941;Bank F;;;Intervjumat;;;85
A185;2023-02-14;2023-02-14;7691;Fika;ADM2;;Intervjumat;;85;
A186;2023-01-31;2023-02-16;3800;Internt (biljetter och försäljning);CAF1;;FARAD Kaffe;;;385
A186;2023-01-31;2023-02-16;4210;Arrangemangskostnad;FNU2;;FARAD Kaffe;;385;
A187;2023-02-09;2023-02-16;3800;Internt (biljetter och försäljning);CAF1;;Styrelsen Kaffe;;;70
A187;2023-02-09;2023-02-16;7111;Styrelsen disponibelt;ADM1;;Styrelsen Kaffe;;70;
A188;2023-02-15;2023-02-16;1944;Bank projekt;;;ICA KVANTUM MALMBORGS K1665;;;135,5
A188;2023-02-15;2023-02-16;4321;Inköp varor;CAF1;;ICA KVANTUM MALMBORGS K1665;;135,5;
A189;2023-02-17;2023-02-16;1942;Bank café;;;Utlägg caf;;;509
A189;2023-02-17;2023-02-16;4321;Inköp varor;CAF1;;Utlägg caf;;509;
A190;2023-02-17;2023-02-16;1942;Bank café;;;Utlägg caf;;;68,29
A190;2023-02-17;2023-02-16;4321;Inköp varor;CAF1;;Utlägg caf;;68,29;
A191;2023-02-10;2023-02-16;1942;Bank café;;;SC1310406092;;;11602
A191;2023-02-10;2023-02-16;5460;Förbrukningsmaterial;CAF1;;SC1310406092;Piplock, träbestick;857,55;
A191;2023-02-10;2023-02-16;4314;Inköp kaffe;CAF1;;SC1310406092;2723.04 kr kaffe + 12% moms + öresavr.;3050;
A191;2023-02-10;2023-02-16;4321;Inköp varor;CAF1;;SC1310406092;;7694,45;
A192;2023-02-14;2023-02-16;1942;Bank café;;;SC1310406466;;;10924
A192;2023-02-14;2023-02-16;4314;Inköp kaffe;CAF1;;SC1310406466;kaffe 3 kartong + 12% moms;3050;
A192;2023-02-14;2023-02-16;4321;Inköp varor;CAF1;;SC1310406466;;7874;
A193;2023-01-16;2023-02-16;1942;Bank café;;;Quartex 57830518;;;2451
A193;2023-01-16;2023-02-16;5460;Förbrukningsmaterial;CAF1;;Quartex 57830518;;2451;
A194;2023-02-14;2023-03-02;1942;Bank café;;;Zettle Avgift Lv4 Lp3;;;605,72
A194;2023-02-14;2023-03-02;6571;Transaktionsavgifter;ADM1;;Zettle Avgift Lv4 Lp3;;605,72;
A195;2023-02-14;2023-02-17;1942;Bank café;;;Zettle Kultur Lv4 Lp3;;7160;
A195;2023-02-14;2023-02-17;3010;Försäljning;KUL1;;Zettle Kultur Lv4 Lp3;;;1260
A195;2023-02-14;2023-02-17;3110;Biljetter;KUL1;;Zettle Kultur Lv4 Lp3;;;5900
A196;2023-02-17;2023-02-17;1941;Bank F;;;AnmälanFotboll;;;1600
A196;2023-02-17;2023-02-17;6980;Föreningsavgifter;KUL2;;AnmälanFotboll;;1600;
A197;2023-02-17;2023-02-17;1941;Bank F;;;AnmälanVolleyboll;;;1300
A197;2023-02-17;2023-02-17;6980;Föreningsavgifter;KUL2;;AnmälanVolleyboll;;1300;
A198;2023-02-17;2023-02-17;1941;Bank F;;;Pingisbollar;;;389
A198;2023-02-17;2023-02-17;6610;Inköp inventarier;KUL2;;Pingisbollar;;389;
A199;2023-02-07;2023-02-17;1944;Bank projekt;;;CIRCLE K LUND MAGISTRA K0720;;;1137
A199;2023-02-07;2023-02-17;1944;Bank projekt;;;CIRCLE K LUND MAGISTRA K0720;;118,93;
A199;2023-02-07;2023-02-17;5511;Drivmedel;PRY2;;CIRCLE K LUND MAGISTRA K0720;;1018,07;
A200;2023-02-17;2023-03-29;1941;Bank F;;;Revisormat;;;170
A200;2023-02-17;2023-03-29;7691;Fika;ADM2;;Revisormat;;170;
A201;2023-02-17;2023-02-17;1941;Bank F;;;Bokföringsmat;;;85
A201;2023-02-17;2023-02-17;7691;Fika;ADM2;;Bokföringsmat;;85;
A202;2023-02-17;2023-02-17;1941;Bank F;;;FARAD;;;2937,56
A202;2023-02-17;2023-02-17;1941;Bank F;;;FARAD;;;22,5
A202;2023-02-17;2023-02-17;1941;Bank F;;;FARAD;;254,25;
A202;2023-02-17;2023-02-17;4210;Arrangemangskostnad;FNU2;;FARAD;;2705,81;
A203;2023-02-17;2023-02-17;1945;Bank projekt 2;;;Internöverföring;;;30000
A203;2023-02-17;2023-02-17;1941;Bank F;;;Internöverföring;;30000;
A204;2023-02-17;2023-02-17;1941;Bank F;;;Bokföringsmat;;;85
A204;2023-02-17;2023-02-17;7691;Fika;ADM2;;Bokföringsmat;;85;
A205;2023-02-17;2023-02-17;1941;Bank F;;;Milersättning;;;203,5
A205;2023-02-17;2023-02-17;5619;Övriga personbilskostnader;PRY2;;Milersättning;;203,5;
A206;2023-02-17;2023-02-17;1941;Bank F;;;Milersättning;;;185
A206;2023-02-17;2023-02-17;5619;Övriga personbilskostnader;PRY2;;Milersättning;;185;
A207;2023-02-17;2023-02-17;1941;Bank F;;;Donation Regnbågsblod;;;1735,5
A207;2023-02-17;2023-02-17;2900;Förutbetalda intäkter / Upplupna kostnader;;;Donation Regnbågsblod;Se A1899 2022;1735,5;
A208;2023-02-17;2023-02-17;1941;Bank F;;;Alkohol KMtack;;;3933,4
A208;2023-02-17;2023-02-17;2900;Förutbetalda intäkter / Upplupna kostnader;;;Alkohol KMtack;Se A1900 2022;3933,4;
A209;2023-02-17;2023-02-17;1941;Bank F;;;PingisPriser;;;84
A209;2023-02-17;2023-02-17;2900;Förutbetalda intäkter / Upplupna kostnader;;;PingisPriser;Se A1901 2022;84;
A210;2023-02-17;2023-02-17;1945;Bank projekt 2;;;Internöverföring;;;20000
A210;2023-02-17;2023-02-17;1941;Bank F;;;Internöverföring;;20000;
A211;2023-02-17;2023-02-17;1945;Bank projekt 2;;;Internöverföring;;;30000
A211;2023-02-17;2023-02-17;1941;Bank F;;;Internöverföring;;30000;
A212;2023-02-17;2023-02-17;1941;Bank F;;;Utskottstack;;;26000
A212;2023-02-17;2023-02-17;2900;Förutbetalda intäkter / Upplupna kostnader;;;Utskottstack;Se A1902 2022;26000;
A213;2023-02-17;2023-02-17;1941;Bank F;;;Funktionärstack;;;36750
A213;2023-02-17;2023-02-17;2900;Förutbetalda intäkter / Upplupna kostnader;;;Funktionärstack;Se A1903 2023;36750;
A214;2023-02-21;2023-02-21;1945;Bank projekt 2;;;Internöverföring;;;30000
A214;2023-02-21;2023-02-21;1941;Bank F;;;Internöverföring;;30000;
A215;2023-02-21;2023-03-02;1942;Bank café;;;Zettle Avgift Lv5 Lp3;;;653,18
A215;2023-02-21;2023-03-02;6571;Transaktionsavgifter;ADM1;;Zettle Avgift Lv5 Lp3;;653,18;
A216;2023-02-22;2023-02-22;1941;Bank F;;;Arbetskläder FARAD;;;3200
A216;2023-02-22;2023-02-22;2900;Förutbetalda intäkter / Upplupna kostnader;;;Arbetskläder FARAD;Se A1904 2022;3200;
A217;2023-02-22;2023-02-22;1941;Bank F;;;Intervjumat;;;150
A217;2023-02-22;2023-02-22;2900;Förutbetalda intäkter / Upplupna kostnader;;;Intervjumat;Se A1646 2022;150;
A218;2023-02-24;2023-02-23;1942;Bank café;;;Utlägg caf;;;219,8
A218;2023-02-24;2023-02-23;4321;Inköp varor;CAF1;;Utlägg caf;;219,8;
A219;2023-02-24;2023-02-23;1942;Bank café;;;Utlägg caf;;;67,8
A219;2023-02-24;2023-02-23;4321;Inköp varor;CAF1;;Utlägg caf;;67,8;
A220;2023-02-24;2023-02-23;1942;Bank café;;;Utlägg caf;;;284,4
A220;2023-02-24;2023-02-23;4321;Inköp varor;CAF1;;Utlägg caf;;284,4;
A221;2023-02-17;2023-02-23;1944;Bank projekt;;;WILLYS LUND K1665;;;1681,5
A221;2023-02-17;2023-02-23;4314;Inköp kaffe;CAF1;;WILLYS LUND K1665;;1677,6;
A221;2023-02-17;2023-02-23;5460;Förbrukningsmaterial;CAF1;;WILLYS LUND K1665;;3,9;
A222;2023-02-17;2023-02-23;1942;Bank café;;;SC1310406904;;;395
A222;2023-02-17;2023-02-23;4321;Inköp varor;CAF1;;SC1310406904;;395;
A223;2023-02-17;2023-02-23;1942;Bank café;;;SC1310406863;;;13474
A223;2023-02-17;2023-02-23;4321;Inköp varor;CAF1;;SC1310406863;;9027,95;
A223;2023-02-17;2023-02-23;5460;Förbrukningsmaterial;CAF1;;SC1310406863;plastfilm, handskar, kaffefilter, ajax, a-tork;4446,05;
A224;2023-02-20;2023-02-23;1942;Bank café;;;SC1310407066;;;11335
A224;2023-02-20;2023-02-23;4314;Inköp kaffe;CAF1;;SC1310407066;;791,62;
A224;2023-02-20;2023-02-23;4321;Inköp varor;CAF1;;SC1310407066;;10543,38;
A225;2023-02-16;2023-02-23;3800;Internt (biljetter och försäljning);CAF1;;Styrelsen kaffe;;;70
A225;2023-02-16;2023-02-23;7111;Styrelsen disponibelt;ADM1;;Styrelsen kaffe;kaffe en termos;70;
A226;2023-02-23;2023-02-23;3800;Internt (biljetter och försäljning);CAF1;;Styrelsen kaffe;;;70
A226;2023-02-23;2023-02-23;7111;Styrelsen disponibelt;ADM1;;Styrelsen kaffe;kaffe en termos;70;
A227;2023-02-14;2023-02-23;1942;Bank café;;;Zettle Café Lv4 Lp3;;33060;
A227;2023-02-14;2023-02-23;3010;Försäljning;CAF1;;Zettle Café Lv4 Lp3;;;33060
A228;2023-02-21;2023-03-29;1942;Bank café;;;Zettle Café Lv5 Lp3;;31337;
A228;2023-02-21;2023-03-29;3010;Försäljning;CAF1;;Zettle Café Lv5 Lp3;;;31337
A229;2023-02-24;2023-02-24;1945;Bank projekt 2;;;Internöverföring;;;100000
A229;2023-02-24;2023-02-24;1941;Bank F;;;Internöverföring;;100000;
A230;2023-02-27;2023-02-27;1941;Bank F;;;Kundbet Arthur Karlgren (1819);;590;
A230;2023-02-27;2023-02-27;1610;Fordringar;;;Kundbet Arthur Karlgren (1819);;;590
A231;2023-02-16;2023-02-27;1941;Bank F;;;Kundbet Anna Rrohwinkel (1814);;390;
A231;2023-02-16;2023-02-27;1610;Fordringar;;;Kundbet Anna Rrohwinkel (1814);;;390
A232;2023-02-14;2023-02-27;1941;Bank F;;;Kundbet Lynx Asset Management AB (1804);;4500;
A232;2023-02-14;2023-02-27;1610;Fordringar;;;Kundbet Lynx Asset Management AB (1804);;;4500
A233;2023-02-13;2023-02-27;1941;Bank F;;;Kundbet Nils Thorin (1810);;150;
A233;2023-02-13;2023-02-27;1610;Fordringar;;;Kundbet Nils Thorin (1810);;;150
A234;2023-02-13;2023-02-27;1941;Bank F;;;Kundbet Marisa Wodrich (1808);;185;
A234;2023-02-13;2023-02-27;1610;Fordringar;;;Kundbet Marisa Wodrich (1808);;;185
A235;2023-02-13;2023-02-27;1941;Bank F;;;Kundbet Oscar Johansson (1813);;215;
A235;2023-02-13;2023-02-27;1610;Fordringar;;;Kundbet Oscar Johansson (1813);;;215
A236;2023-02-13;2023-02-27;1941;Bank F;;;Kundbet Matilda Froste (1815);;250;
A236;2023-02-13;2023-02-27;1610;Fordringar;;;Kundbet Matilda Froste (1815);;;250
A237;2023-02-10;2023-02-27;1941;Bank F;;;Kundbet Svante Sandblom (1809);;155;
A237;2023-02-10;2023-02-27;1610;Fordringar;;;Kundbet Svante Sandblom (1809);;;155
A238;2023-02-10;2023-02-27;1941;Bank F;;;Kundbet Svante Sandblom (1816);;440;
A238;2023-02-10;2023-02-27;1610;Fordringar;;;Kundbet Svante Sandblom (1816);;;440
A239;2023-02-27;2023-02-27;1941;Bank F;;;Sexet Brodyr;;;7237,5
A239;2023-02-27;2023-02-27;5480;Arbetskläder;SEX1;;Sexet Brodyr;;7237,5;
A240;2023-02-27;2023-02-27;1941;Bank F;;;FNU Kick Off;;;380,56
A240;2023-02-27;2023-02-27;4210;Arrangemangskostnad;FNU1;;FNU Kick Off;;380,56;
A241;2023-02-27;2023-02-27;1941;Bank F;;;Carrom bräde;;;1244,8
A241;2023-02-27;2023-02-27;7111;Styrelsen disponibelt;ADM1;;Carrom bräde;;1244,8;
A242;2023-02-27;2023-02-27;1941;Bank F;;;Svetsförkläde;;;499
A242;2023-02-27;2023-02-27;6610;Inköp inventarier;PRY1;;Svetsförkläde;;499;
A243;2023-02-27;2023-02-27;1941;Bank F;;;Svetshjälm;;;250
A243;2023-02-27;2023-02-27;6610;Inköp inventarier;PRY1;;Svetshjälm;;250;
A244;2023-02-27;2023-02-27;1941;Bank F;;;Svetshandskar;;;119
A244;2023-02-27;2023-02-27;6610;Inköp inventarier;PRY1;;Svetshandskar;;119;
A245;2023-02-27;2023-02-27;1941;Bank F;;;Pingisbordsfrakt;;;66,6
A245;2023-02-27;2023-02-27;2173;Reparationsfonden;;;Pingisbordsfrakt;;66,6;
A246;2023-02-20;2023-03-29;1944;Bank projekt;;;CIRCLE K LUND MAGISTRA K3872 ;;;209
A246;2023-02-20;2023-03-29;2173;Reparationsfonden;;;CIRCLE K LUND MAGISTRA K3872 ;;209;
A247;2023-02-27;2023-02-27;1941;Bank F;;;CEQ-mat;;;61
A247;2023-02-27;2023-02-27;7691;Fika;ADM2;;CEQ-mat;;61;
A248;2023-02-27;2023-02-27;1944;Bank projekt;;;Shockbyte Pty Ltd 0423137366;;;185,23
A248;2023-02-27;2023-02-27;4210;Arrangemangskostnad;KUL1;;Shockbyte Pty Ltd 0423137366;;185,23;
A249;2023-02-28;2023-02-28;1941;Bank F;;;Intervjumat;;;82
A249;2023-02-28;2023-02-28;7691;Fika;ADM2;;Intervjumat;;82;
A250;2023-02-28;2023-02-28;1941;Bank F;;;Intervjumat;;;68
A250;2023-02-28;2023-02-28;7691;Fika;ADM2;;Intervjumat;Intervjumat;68;
A251;2023-02-28;2023-02-28;1941;Bank F;;;Intervjumat;;;73
A251;2023-02-28;2023-02-28;7691;Fika;ADM2;;Intervjumat;;73;
A252;2023-02-28;2023-02-28;1941;Bank F;;;Intervjumat;;;85
A252;2023-02-28;2023-02-28;7691;Fika;ADM2;;Intervjumat;;85;
A253;2023-02-28;2023-02-28;1941;Bank F;;;Intervjumat;;;85
A253;2023-02-28;2023-02-28;7691;Fika;ADM2;;Intervjumat;;85;
A254;2023-02-28;2023-02-28;1941;Bank F;;;Intervjumat;;;80
A254;2023-02-28;2023-02-28;7691;Fika;ADM2;;Intervjumat;;80;
A255;2023-02-28;2023-02-28;1941;Bank F;;;Intervjumat;;;80
A255;2023-02-28;2023-02-28;7691;Fika;ADM2;;Intervjumat;;80;
A256;2023-02-28;2023-02-28;1941;Bank F;;;Intervjumat;;;85
A256;2023-02-28;2023-02-28;7691;Fika;ADM2;;Intervjumat;;85;
A257;2023-02-28;2023-02-28;1941;Bank F;;;Intervjumat;;;72
A257;2023-02-28;2023-02-28;7691;Fika;ADM2;;Intervjumat;;72;
A258;2023-02-28;2023-02-28;1941;Bank F;;;Intervjumat;;;76
A258;2023-02-28;2023-02-28;7691;Fika;ADM2;;Intervjumat;;76;
A259;2023-02-28;2023-02-28;1941;Bank F;;;Intervjumat;;;255
A259;2023-02-28;2023-02-28;7691;Fika;ADM2;;Intervjumat;;255;
A260;2023-02-28;2023-02-28;1941;Bank F;;;Intervjumat;;;82
A260;2023-02-28;2023-02-28;7691;Fika;ADM2;;Intervjumat;;82;
A261;2023-02-28;2023-02-28;1941;Bank F;;;Intervjumat;;;85
A261;2023-02-28;2023-02-28;7691;Fika;ADM2;;Intervjumat;;85;
A262;2023-02-28;2023-02-28;1941;Bank F;;;Intervjumat;;;170
A262;2023-02-28;2023-02-28;7691;Fika;ADM2;;Intervjumat;;170;
A263;2023-02-28;2023-03-01;1941;Bank F;;;Intervjumat;;;68,8
A263;2023-02-28;2023-03-01;7691;Fika;ADM2;;Intervjumat;;68,8;
A264;2023-02-28;2023-03-01;1941;Bank F;;;Intervjumat;;;57,53
A264;2023-02-28;2023-03-01;7691;Fika;ADM2;;Intervjumat;;57,53;
A265;2023-02-28;2023-03-01;1941;Bank F;;;Intervjumat;;;80
A265;2023-02-28;2023-03-01;7691;Fika;ADM2;;Intervjumat;;80;
A266;2023-02-28;2023-03-01;1941;Bank F;;;Intervjumat;;;80
A266;2023-02-28;2023-03-01;7691;Fika;ADM2;;Intervjumat;;80;
A267;2023-02-28;2023-03-02;1942;Bank café;;;Zettle Avgift Lv6 Lp3;;;674,12
A267;2023-02-28;2023-03-02;6571;Transaktionsavgifter;ADM1;;Zettle Avgift Lv6 Lp3;;674,12;
A268;2023-02-28;2023-03-02;1942;Bank café;;;Zettle Medaljkommiten Lv6 Lp3;;;3870
A268;2023-02-28;2023-03-02;3412;Medaljintäkt;ADM2;;Zettle Medaljkommiten Lv6 Lp3;;3870;
A269;2023-02-06;2023-03-02;1943;Bank sexmästeriet;;;8,31397E+13;;;590
A269;2023-02-06;2023-03-02;1941;Bank F;;;8,31397E+13;;590;
A270;2023-02-07;2023-03-02;1941;Bank F;;;8,31397E+13;;;10880
A270;2023-02-07;2023-03-02;1943;Bank sexmästeriet;;;8,31397E+13;;10880;
A271;2023-02-09;2023-03-02;1943;Bank sexmästeriet;;;8,31397E+13;;;4200
A271;2023-02-09;2023-03-02;1941;Bank F;;;8,31397E+13;;4200;
A272;2023-02-09;2023-03-02;1943;Bank sexmästeriet;;;Systembolaget K6612 (Återköp);;4201,1;
A272;2023-02-09;2023-03-02;4412;Inköp pubdryck;SEX1;;Systembolaget K6612 (Återköp);;;4201,1
A273;2023-02-11;2023-03-02;1941;Bank F;;;8,31397E+13;;;49,5
A273;2023-02-11;2023-03-02;1943;Bank sexmästeriet;;;8,31397E+13;;49,5;
A274;2023-02-11;2023-03-02;1943;Bank sexmästeriet;;;AXFOOD SNABBGROSS K9173;;360;
A274;2023-02-11;2023-03-02;4311;Inköp mat;SEX1;;AXFOOD SNABBGROSS K9173;;;360
A275;2023-02-16;2023-03-02;1943;Bank sexmästeriet;;;Ändring för tillstånd;;;1000
A275;2023-02-16;2023-03-02;7693;Skifteskostnad;SEX1;;Ändring för tillstånd;;1000;
A276;2023-02-18;2023-03-02;1941;Bank F;;;8,31397E+13;;;2000
A276;2023-02-18;2023-03-02;1943;Bank sexmästeriet;;;8,31397E+13;;2000;
A277;2023-02-18;2023-03-02;1941;Bank F;;;8,31397E+13;;;1000
